11562	36477	0
10660	30946	0
9670	27360	0
29845	37857	0
3116	39858	0
29973	40599	0
11219	24605	0
10193	23093	0
518	25379	0
15218	28784	0
16931	34286	1
1447	6547	0
4756	41270	0
6746	15909	0
28612	33035	0
310	7368	0
5482	7572	0
3020	12504	0
13915	38955	0
25155	44179	0
1464	15389	0
34971	40317	0
14771	25995	0
33666	45470	0
9775	12667	0
3743	10295	0
28976	43316	0
11119	14975	0
6147	39774	0
23446	47719	0
16084	33641	0
8855	39186	0
16371	32888	0
4377	44302	0
10433	35048	0
1231	21961	1
38533	41827	0
43937	45612	0
296	45915	0
31339	38854	0
7747	46893	1
13907	39101	0
2691	32761	0
10623	15902	0
7969	8813	0
9773	15104	0
13136	28515	0
23886	29284	1
36191	42250	0
11844	21751	0
13723	35723	0
41803	43767	0
12288	20534	0
17511	23394	0
3386	13404	0
14470	44733	0
5458	25358	0
14356	40342	0
24923	41643	1
30720	40442	1
1049	7862	0
39260	44810	0
38709	41536	0
8091	34588	0
25455	28439	0
19377	35394	0
65	39060	1
18576	30285	0
5022	19982	0
33533	46439	0
27616	41384	0
5398	37009	0
13170	35134	0
13614	24042	0
9670	46253	0
3806	34957	0
4924	20356	1
33925	45740	0
30593	42118	0
19539	32733	0
17370	38738	0
22626	45845	0
23172	38682	0
20190	37619	0
13590	37470	0
25995	42327	0
65	42733	1
28591	46079	1
12751	40211	0
12290	26744	0
22990	30681	1
5493	14217	0
25604	37573	0
9697	10837	0
10151	11527	0
32405	41664	0
16040	34689	0
1270	30082	1
13318	24552	0
42414	47700	0
1908	31562	0
65	43235	1
45461	46495	0
34557	36135	0
24735	40040	0
21459	22041	0
18035	25674	0
12426	25604	0
24413	39213	0
2786	10625	0
13459	14894	1
13389	39322	0
3877	5538	0
4838	30683	0
20527	32511	0
45019	46648	0
13495	15003	1
20659	39659	0
24423	29204	0
26831	32736	1
3730	24127	0
1446	9197	0
31477	34363	0
13710	20163	0
3558	4297	0
4015	9788	0
26299	31415	0
9786	11149	0
15201	44384	0
18343	21657	0
11353	24191	0
5044	25952	0
3856	26611	0
16914	27323	0
27433	30168	0
24531	38530	1
2222	12578	0
1049	11092	0
26935	35462	0
18205	36318	0
15949	43920	0
30007	31419	0
6498	35651	0
40577	45336	0
33355	44766	1
24245	34955	0
9051	14810	0
3828	19409	0
9281	39746	0
27402	30119	0
10037	23589	0
33631	34087	0
32039	46050	1
20058	38569	0
4004	30522	0
32775	37899	0
27128	44458	0
13526	33340	0
3467	17059	0
20640	32967	0
22540	43140	0
27320	36797	0
2822	18154	0
1343	42880	0
11785	43592	0
2086	17132	0
42703	45353	0
11056	30961	0
20325	31860	0
5592	5752	0
9028	44191	0
10937	16746	0
20371	36417	0
16798	40917	0
10167	43231	0
37360	39429	0
3666	37537	0
9995	16188	0
14276	42020	0
13375	21043	0
9993	39110	0
14171	44491	0
15918	41495	0
9120	38480	0
6105	21952	0
27880	35520	1
3867	24620	0
15571	43484	0
37009	41637	0
29647	34797	0
37882	43789	1
18761	47349	0
3070	23808	0
14272	27811	0
15184	18284	0
10974	17371	0
21024	27790	0
9537	18927	0
5754	39001	0
1006	13380	0
21272	22468	0
23293	42978	0
22478	26163	0
2566	9741	0
18325	43316	0
32750	34506	0
17641	25736	0
449	10018	0
3897	21411	0
16902	34798	1
10568	20163	0
7429	10861	0
18406	36360	0
36762	46405	1
36929	40003	0
4279	20682	0
6789	27716	0
7674	38011	0
10766	13579	0
936	4279	0
35323	37888	0
1522	23962	0
30854	31999	1
11883	40317	0
17474	27098	0
4873	26044	0
1182	6210	0
15653	23383	0
22883	30926	0
5452	14688	0
31088	33321	0
22260	29824	0
4395	22765	0
7293	41222	0
17615	38102	0
28272	44546	0
42352	43817	0
22875	39104	0
27333	28277	0
1558	39944	0
1328	28005	0
4356	31140	0
12142	27333	0
939	32674	0
507	1833	0
14348	35765	0
7558	33511	0
17738	42825	0
10974	26092	0
7695	26257	0
1249	34798	0
18901	27272	0
29709	35036	0
27246	39186	0
17544	34906	0
39929	43054	0
18104	19037	0
24347	36880	0
284	6547	0
11172	42357	0
6802	10665	0
26161	45841	0
4606	23208	0
467	11594	0
2992	11414	0
27911	32511	0
19394	36762	1
15486	30715	1
8736	47263	0
11976	29371	0
30562	38294	0
14487	37169	0
6541	9098	0
7637	30720	0
22348	29128	0
13526	19498	0
113	10109	0
29564	37844	0
11706	33750	1
12786	40599	0
19592	37581	0
13174	44353	0
4004	36376	0
774	27795	0
10188	18072	0
3430	35379	0
27136	41620	0
3228	23677	0
11433	34176	0
2991	29544	0
17889	20861	0
6802	29524	0
10755	35154	0
26561	44583	1
342	35776	0
18414	20877	0
11706	46197	1
9847	15617	0
38492	41983	0
5866	23208	0
467	24482	0
9670	34957	0
22161	31812	0
9374	46808	0
9474	13723	0
28328	29266	0
1768	24515	0
310	34182	0
4872	32201	0
28659	45561	0
21963	30076	0
3078	36728	0
13929	20987	0
7847	33578	0
23574	30745	0
30503	44108	0
17328	26220	0
39632	40392	0
10254	14834	0
8538	34632	0
12668	35221	0
33273	36594	0
32136	43245	0
5282	39756	0
25072	37882	0
20491	45104	0
13498	18441	0
5308	11594	0
2127	3897	0
296	20022	0
1044	31745	0
9360	32137	0
9345	43167	0
25358	44226	0
5276	7018	0
30821	37899	0
10587	30090	1
6163	35048	0
6206	6470	0
10724	19990	0
30099	37174	0
32428	44571	0
29544	32817	0
7600	14555	0
296	40599	0
2220	41412	1
3033	25148	0
20640	22942	0
7558	27098	0
7540	8037	0
3977	21194	0
2278	9476	0
11298	20382	1
11686	15801	0
17114	43422	0
9086	16518	0
3022	17946	0
5429	24066	0
4038	15585	0
24	39731	0
18547	35783	0
8972	31745	0
20208	40609	0
6256	19227	0
19402	39795	0
15187	29897	0
1987	23473	0
1149	16765	0
16902	24899	0
34633	43412	0
2375	32702	0
41877	46357	1
184	47660	0
17889	37009	1
19059	31860	0
16500	23542	0
131	2517	0
7812	14267	0
23505	36154	0
34407	40307	0
6534	44573	0
8436	14755	1
27880	33344	1
24069	29985	0
18616	28671	0
14171	40882	0
27076	42671	0
24482	43720	0
10504	41068	0
6612	28529	0
17383	20617	0
6675	47012	0
13174	22992	0
25889	45547	0
8701	19613	0
19058	41505	0
27326	34910	1
3430	6659	0
9620	32732	0
17801	39703	0
5429	37504	0
11621	41598	0
14513	34933	0
5766	17430	0
25317	44858	1
8881	27192	0
1216	31141	0
20693	34106	0
7862	26158	0
30463	33477	0
10126	29118	0
11875	47263	0
18267	27795	0
14904	17564	0
11091	12483	0
13283	35048	0
5014	27012	0
32249	37749	0
13621	24395	0
1827	11882	0
15208	40360	0
15830	40307	1
